,City,Latitude,Longitude,Country,pm25_present,pm25_unit,pm25_mean,pm25_median,no2_present,no2_unit,no2_mean,no2_median,o3_present,o3_unit,o3_mean,o3_median,pm10_present,pm10_unit,pm10_mean,pm10_median,co_present,co_unit,co_mean,co_median,so2_present,so2_unit,so2_mean,so2_median,bc_present,bc_unit,bc_mean,bc_median
870,Chiang Rai,19.909242469583,99.823357055937,TH,False,,,,False,,,,False,,,,True,µg/m³,29.0,30.0,True,ppm,0.69,0.63,False,,,,False,,,
871,Mae Hong Son,19.304501021455,97.971525255487,TH,False,,,,False,,,,False,,,,True,µg/m³,17.0,17.0,True,ppm,0.655,0.655,False,,,,False,,,
872,Chachoengsao,13.588554,101.286359,TH,False,,,,False,,,,False,,,,True,µg/m³,39.0,39.0,False,,,,False,,,,False,,,
873,Narathiwat,6.427698,101.823568,TH,False,,,,False,,,,False,,,,True,µg/m³,24.0,24.0,False,,,,False,,,,False,,,
874,Phrae,18.12614,100.1654,TH,False,,,,False,,,,False,,,,True,µg/m³,32.0,32.0,True,ppm,0.355,0.355,False,,,,False,,,
875,Loei,13.763936293311,100.52907795047,TH,False,,,,False,,,,False,,,,True,µg/m³,18.0,18.0,False,,,,False,,,,False,,,
876,Nan,19.540055,101.048298,TH,False,,,,False,,,,False,,,,True,µg/m³,20.0,20.0,True,ppm,0.16,0.16,False,,,,False,,,
877,Billingham,54.60537,-1.275039,GB,False,,,,True,µg/m³,12.0,12.0,False,,,,False,,,,False,,,,False,,,,False,,,
878,Blackburn,53.747751,-2.452724,GB,False,,,,True,µg/m³,4.0,4.0,False,,,,False,,,,False,,,,False,,,,False,,,
879,Bury,53.559029,-2.293772,GB,False,,,,True,µg/m³,7.0,7.0,False,,,,False,,,,False,,,,False,,,,False,,,
880,Crompton Way   OL2 8AQ,53.579283,-2.093786,GB,False,,,,True,µg/m³,7.0,7.0,False,,,,False,,,,False,,,,False,,,,False,,,
881,Ballymena,54.861595,-6.250873,GB,False,,,,True,µg/m³,5.0,5.0,False,,,,False,,,,False,,,,True,µg/m³,3.0,3.0,False,,,
882,Dumfries,55.070033,-3.614233,GB,False,,,,True,µg/m³,4.0,4.0,False,,,,False,,,,False,,,,False,,,,False,,,
883,Swfrryd,51.680579,-3.133508,GB,False,,,,True,µg/m³,37.0,37.0,False,,,,False,,,,False,,,,False,,,,False,,,
884,Bath,51.391127,-2.354155,GB,False,,,,True,µg/m³,39.0,39.0,False,,,,False,,,,False,,,,False,,,,False,,,
885,Jorapokhar,23.707909,86.41467,IN,False,,,,True,µg/m³,6.465,6.465,True,µg/m³,20.185,20.185,True,µg/m³,269.20000000000005,269.20000000000005,True,µg/m³,0.0,0.0,True,µg/m³,0.0,0.0,False,,,
886,Oldbury,52.502436,-2.003497,GB,False,,,,True,µg/m³,24.0,24.0,False,,,,False,,,,False,,,,False,,,,False,,,
887,Thiruvananthapuram,8.5149093,76.9435879,IN,True,µg/m³,29.0,31.0,True,µg/m³,1.3,1.4,True,µg/m³,17.066666666666666,16.5,True,µg/m³,40.666666666666664,39.0,True,µg/m³,1233.3333333333333,1230.0,True,µg/m³,3.2000000000000006,4.4,False,,,
888,Mandi Gobindgarh,30.649961,76.331442,IN,True,µg/m³,76.22,76.22,True,µg/m³,24.35,24.35,True,µg/m³,7.335,7.335,True,µg/m³,106.98,106.98,True,µg/m³,1130.0,1130.0,True,µg/m³,2.75,2.75,False,,,
889,Navi Mumbai,19.1494,72.9986,IN,False,,,,False,,,,False,,,,True,µg/m³,93.945,93.945,True,µg/m³,2200.0,2200.0,True,µg/m³,34.325,34.325,False,,,
890,Amritsar,31.62,74.876512,IN,True,µg/m³,1.81,1.81,True,µg/m³,49.775000000000006,49.775000000000006,True,µg/m³,16.119999999999997,16.119999999999997,True,µg/m³,5.16,5.16,True,µg/m³,0.0,0.0,True,µg/m³,2.96,2.96,False,,,
891,Visakhapatnam,17.72,83.3,IN,True,µg/m³,104.5,104.5,True,µg/m³,81.85,81.85,True,µg/m³,13.95,13.95,True,µg/m³,316.5,316.5,True,µg/m³,1250.0,1250.0,True,µg/m³,74.5,74.5,False,,,
892,Tirupati,13.67,79.35,IN,True,µg/m³,63.5,63.5,True,µg/m³,101.35,101.35,True,µg/m³,33.5,33.5,True,µg/m³,99.0,99.0,True,µg/m³,390.0,390.0,True,µg/m³,9.25,9.25,False,,,
893,Rohtak,28.870083,76.6205,IN,True,µg/m³,84.98,84.98,True,µg/m³,25.335,25.335,True,µg/m³,24.23,24.23,False,,,,True,µg/m³,690.0,690.0,True,µg/m³,17.115000000000002,17.115000000000002,False,,,
894,Faridabad,28.4088421,77.3099081,IN,True,µg/m³,342.0,342.0,True,µg/m³,92.80000000000001,92.80000000000001,True,µg/m³,2.89,2.89,False,,,,False,,,,True,µg/m³,2.995,2.995,False,,,
895,Jodhpur,26.268249,73.0193853,IN,True,µg/m³,176.685,176.685,True,µg/m³,44.845,44.845,True,µg/m³,8.43,8.43,True,µg/m³,291.75,291.75,True,µg/m³,870.0,870.0,True,µg/m³,9.83,9.83,False,,,
896,Nagpur,21.152875,79.0517531,IN,True,µg/m³,28.58,28.58,True,µg/m³,17.05,17.05,True,µg/m³,38.13,38.13,True,µg/m³,94.625,94.625,True,µg/m³,235.0,235.0,True,µg/m³,2.6100000000000003,2.6100000000000003,False,,,
897,עמק יזרעאל,32.61917,35.35412,IL,False,,,,False,,,,False,,,,False,,,,True,ppm,0.45601851851851893,0.25,False,,,,False,,,
898,NEWFOUNDLAND,47.098991,-55.198521,CA,True,µg/m³,4.25,4.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
899,PRINCE EDWARD ISLAND,46.2406,-63.9869,CA,True,µg/m³,8.5,5.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
900,NOVA SCOTIA,44.7197,-65.0,CA,True,µg/m³,7.166666666666667,7.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
901,NEW BRUNSWICK,45.0892,-67.0786,CA,True,µg/m³,7.75,6.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
902,QUEBEC,46.035,-74.4819,CA,True,µg/m³,4.5,3.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
903,ONTARIO,42.3144,-84.3094,CA,True,µg/m³,4.630434782608695,4.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
904,SASKATCHEWAN,50.285833,-107.81689,CA,True,µg/m³,6.625,6.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
905,ALBERTA,51.047611,-114.1403,CA,True,µg/m³,6.759999999999999,4.9,False,,,,False,,,,False,,,,True,ppm,0.44875,0.35,False,,,,False,,,
906,BRITISH COLUMBIA,49.021506,-122.326556,CA,True,µg/m³,12.563636363636364,10.55,False,,,,False,,,,True,µg/m³,5.75,6.0,True,ppm,0.235,0.235,False,,,,False,,,
907,Birmingham-Hoover,33.4997,-86.9242,US,True,µg/m³,6.941666666666666,7.0,False,,,,False,,,,True,µg/m³,8.25,9.5,False,,,,False,,,,False,,,
908,Huntsville,34.6917,-86.591698,US,True,µg/m³,8.649999999999999,8.649999999999999,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
909,Montgomery,32.4069,-86.2564,US,True,µg/m³,2.8,2.8,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
910,Decatur,34.5286,-86.9706,US,True,µg/m³,6.85,6.85,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
911,SUMTER,32.36253,-88.27792,US,True,µg/m³,5.7,5.7,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
912,Anchorage,61.205861,-149.8246,US,True,µg/m³,3.0,2.5,False,,,,False,,,,True,µg/m³,13.5,13.5,True,ppm,0.44999999999999996,0.44999999999999996,False,,,,False,,,
913,BETHEL,60.79583,-161.767,US,True,µg/m³,4.0,4.0,False,,,,False,,,,True,µg/m³,7.5,7.5,False,,,,False,,,,False,,,
914,Fairbanks,64.8458,-147.72727,US,True,µg/m³,5.449999999999999,4.45,False,,,,False,,,,False,,,,True,ppm,0.4,0.4,False,,,,False,,,
915,JUNEAU,58.388889,-134.565556,US,True,µg/m³,5.0,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
916,MATANUSKA-SUSITNA,61.534163,-149.106216,US,True,µg/m³,1.75,2.0,False,,,,False,,,,True,µg/m³,6.5,6.0,False,,,,False,,,,False,,,
917,Sierra Vista-Douglas,31.3492,-109.539683,US,True,µg/m³,5.0,5.0,False,,,,False,,,,True,µg/m³,38.0,37.5,False,,,,False,,,,False,,,
918,Payson,33.419017,-110.829667,US,False,,,,False,,,,False,,,,True,µg/m³,16.0,16.0,False,,,,False,,,,False,,,
919,GILA,33.006268,-110.786484,US,False,,,,False,,,,False,,,,True,µg/m³,20.5,20.5,False,,,,False,,,,False,,,
920,LA PAZ,34.243889,-113.558611,US,True,µg/m³,4.5,4.5,False,,,,False,,,,True,µg/m³,19.5,19.5,False,,,,False,,,,False,,,
921,Phoenix-Mesa-Scottsdale,33.4033,-112.142601,US,True,µg/m³,4.237500000000001,4.1,False,,,,False,,,,True,µg/m³,22.13953488372093,17.0,True,ppm,0.27125,0.2,False,,,,False,,,
922,MARICOPA,33.29015,-112.159874,US,False,,,,False,,,,False,,,,True,µg/m³,27.0,27.0,False,,,,False,,,,False,,,
923,Lake Havasu City-Kingman,35.166111,-114.566111,US,False,,,,False,,,,False,,,,True,µg/m³,6.5,6.5,False,,,,False,,,,False,,,
924,PIMA,32.322573,-111.037709,US,True,µg/m³,2.0,2.0,False,,,,False,,,,True,µg/m³,26.25,24.0,False,,,,False,,,,False,,,
925,Tucson,32.25,-110.9667,US,True,µg/m³,5.166666666666667,4.5,False,,,,False,,,,True,µg/m³,28.0,24.0,False,,,,False,,,,False,,,
926,PINAL,32.757639,-112.05204,US,False,,,,False,,,,False,,,,True,µg/m³,56.2,55.0,False,,,,False,,,,False,,,
927,Nogales,31.337204,-110.936722,US,True,µg/m³,2.5,2.5,False,,,,False,,,,True,µg/m³,28.5,28.5,False,,,,False,,,,False,,,
928,Yuma,32.690277,-114.614441,US,True,µg/m³,4.0,4.0,False,,,,False,,,,True,µg/m³,29.0,29.0,False,,,,False,,,,False,,,
929,Little Rock-North Little Rock,34.6811,-92.3283,US,True,µg/m³,8.5,8.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
930,Fayetteville-Springdale-Rogers,36.1797,-94.1167,US,True,µg/m³,5.9,5.9,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
931,San Francisco-Oakland-Fremont,37.793624,-122.282402,US,True,µg/m³,44.4,35.0,False,,,,False,,,,False,,,,True,ppm,0.7136842105263157,0.71,False,,,,True,µg/m³,3.42,3.495
932,ALAMEDA,37.864767,-122.302741,US,True,µg/m³,56.0,56.0,False,,,,False,,,,False,,,,True,ppm,1.035,1.035,False,,,,True,µg/m³,3.4800000000000004,3.4800000000000004
933,BUTTE,39.76161,-121.84048,US,True,µg/m³,368.0,368.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
934,CALAVERAS,38.2019,-120.680603,US,True,µg/m³,12.0,12.0,False,,,,False,,,,True,µg/m³,28.5,28.5,False,,,,False,,,,False,,,
935,COLUSA,39.2031,-122.0169,US,True,µg/m³,14.575,14.9,False,,,,False,,,,True,µg/m³,113.0,113.0,False,,,,False,,,,False,,,
936,Sacramento--Arden-Arcade--Roseville,38.613804,-121.368007,US,True,µg/m³,28.523809523809526,25.0,False,,,,False,,,,True,µg/m³,64.5,79.0,True,ppm,0.6366666666666666,0.64,False,,,,True,µg/m³,2.0,2.0
937,FRESNO,36.785378,-119.773206,US,True,µg/m³,18.05,18.05,False,,,,False,,,,True,µg/m³,86.5,86.5,True,ppm,0.4,0.4,False,,,,False,,,
938,GLENN,39.533889,-122.190833,US,True,µg/m³,5.5,5.5,False,,,,False,,,,True,µg/m³,52.0,52.0,False,,,,False,,,,False,,,
939,HUMBOLDT,40.715279,-124.201393,US,True,µg/m³,5.15,5.15,False,,,,False,,,,True,µg/m³,21.0,21.0,False,,,,False,,,,False,,,
940,El Centro,32.676102,-115.5617,US,True,µg/m³,3.75,4.5,False,,,,False,,,,True,µg/m³,41.375,36.5,True,ppm,0.14500000000000002,0.14500000000000002,False,,,,False,,,
941,Bishop,37.360701,-118.330835,US,True,µg/m³,5.300000000000001,4.7,False,,,,False,,,,True,µg/m³,11.578947368421053,10.0,True,ppm,0.11499999999999999,0.11499999999999999,False,,,,False,,,
942,Bakersfield,35.0506,-118.1464,US,True,µg/m³,7.75,7.5,False,,,,False,,,,True,µg/m³,52.0,47.5,False,,,,False,,,,False,,,
943,Los Angeles-Long Beach-Santa Ana,33.830586,-118.226755,US,True,µg/m³,4.085714285714285,5.15,False,,,,False,,,,True,µg/m³,23.125,24.5,True,ppm,0.24500000000000002,0.255,False,,,,False,,,
944,LOS ANGELES,34.010283,-118.068484,US,False,,,,False,,,,False,,,,False,,,,True,ppm,0.2,0.2,False,,,,False,,,
945,MARIPOSA,37.7486,-119.5869,US,True,µg/m³,8.0,8.0,False,,,,False,,,,True,µg/m³,26.5,26.5,False,,,,False,,,,False,,,
946,MENDOCINO,39.150478,-123.78766,US,True,µg/m³,325.0,325.0,False,,,,False,,,,True,µg/m³,303.0,303.0,False,,,,False,,,,False,,,
947,MONO,37.645718,-119.120278,US,True,µg/m³,5.9,3.45,False,,,,False,,,,True,µg/m³,13.666666666666666,10.0,False,,,,False,,,,False,,,
948,Napa,38.278849,-122.275024,US,True,µg/m³,15.5,15.5,False,,,,False,,,,False,,,,True,ppm,0.475,0.475,False,,,,False,,,
949,Truckee-Grass Valley,39.234402,-121.055603,US,True,µg/m³,6.25,6.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
950,PLACER,39.166,-120.1488,US,True,µg/m³,-1.0,-1.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
951,PLUMAS,39.808334,-121.235001,US,True,µg/m³,6.166666666666667,4.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
952,RIVERSIDE,33.572019,-116.063823,US,True,µg/m³,6.0,6.0,False,,,,False,,,,True,µg/m³,36.5,36.5,False,,,,False,,,,False,,,
953,Riverside-San Bernardino-Ontario,33.676535,-117.629096,US,True,µg/m³,2.328571428571429,2.7,False,,,,False,,,,True,µg/m³,22.3,20.0,True,ppm,0.15999999999999998,0.15,False,,,,False,,,
954,SAN BERNARDINO,34.068114,-117.525796,US,False,,,,False,,,,False,,,,False,,,,True,ppm,0.15000000000000002,0.15000000000000002,False,,,,False,,,
955,San Diego-Carlsbad-San Marcos,32.579361,-116.944222,US,True,µg/m³,5.383333333333333,4.3,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
956,Stockton,37.9508,-121.2675,US,True,µg/m³,56.5,56.5,False,,,,False,,,,False,,,,True,ppm,0.5700000000000001,0.5700000000000001,False,,,,False,,,
957,San Luis Obispo-Paso Robles,35.02079,-120.666203,US,True,µg/m³,6.5,6.0,False,,,,False,,,,True,µg/m³,40.0,40.0,False,,,,False,,,,False,,,
958,SAN LUIS OBISPO,35.04676,-120.668892,US,True,µg/m³,3.0,2.0,False,,,,False,,,,True,µg/m³,23.75,22.0,False,,,,False,,,,False,,,
959,Santa Barbara-Santa Maria,34.9481,-120.4344,US,True,µg/m³,5.875,5.0,False,,,,False,,,,True,µg/m³,39.5,39.5,True,ppm,0.19,0.19,False,,,,False,,,
960,San Jose-Sunnyvale-Santa Clara,37.338202,-121.849892,US,True,µg/m³,79.0,86.0,False,,,,False,,,,False,,,,True,ppm,0.97,0.98,False,,,,True,µg/m³,4.529999999999999,4.529999999999999
961,Santa Cruz-Watsonville,37.0481,-122.122127,US,True,µg/m³,27.333333333333332,27.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
962,Redding,40.4531,-122.2978,US,True,µg/m³,10.15,10.15,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
963,SISKIYOU,41.72679,-122.63359,US,True,µg/m³,11.5,11.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
964,Vallejo-Fairfield,38.102507,-122.237976,US,True,µg/m³,16.0,13.5,False,,,,False,,,,False,,,,True,ppm,0.32,0.32,False,,,,False,,,
965,Modesto,37.6583,-120.9936,US,True,µg/m³,22.5,22.5,False,,,,False,,,,True,µg/m³,70.0,70.0,True,ppm,0.315,0.315,False,,,,False,,,
966,Yuba City,39.1389,-121.6175,US,True,µg/m³,69.0,69.0,False,,,,False,,,,True,µg/m³,123.5,123.5,False,,,,False,,,,False,,,
967,Visalia-Porterville,36.3322,-119.2903,US,True,µg/m³,21.599999999999998,20.0,False,,,,False,,,,True,µg/m³,95.0,95.0,False,,,,False,,,,False,,,
968,Oxnard-Thousand Oaks-Ventura,34.2653,-119.1336,US,True,µg/m³,4.4,5.0,False,,,,False,,,,True,µg/m³,17.75,18.0,False,,,,False,,,,False,,,
969,Denver-Aurora,39.751099,-104.987198,US,True,µg/m³,13.200000000000003,13.65,False,,,,False,,,,True,µg/m³,52.25,61.5,True,ppm,0.5333333333333333,0.45,False,,,,False,,,
970,Boulder,40.164585,-105.100861,US,True,µg/m³,12.066666666666668,13.2,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
971,DENVER,39.785622,-104.988469,US,True,µg/m³,13.1,13.1,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
972,Colorado Springs,38.830895,-104.839243,US,True,µg/m³,9.95,9.95,False,,,,False,,,,False,,,,True,ppm,0.35,0.35,False,,,,False,,,
973,GARFIELD,39.531799,-117.614764,US,True,µg/m³,4.25,4.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
974,Durango,37.10258,-107.870219,US,True,µg/m³,4.0,4.0,False,,,,False,,,,True,µg/m³,14.0,14.0,True,ppm,0.26,0.26,False,,,,False,,,
975,Fort Collins-Loveland,40.5764,-105.0794,US,False,,,,False,,,,False,,,,False,,,,True,ppm,0.44999999999999996,0.44999999999999996,False,,,,False,,,
976,Grand Junction,39.063599,-108.561096,US,True,µg/m³,4.6,4.6,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
977,RIO BLANCO,40.086941,-108.761002,US,True,µg/m³,14.0,14.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
978,Greeley,40.3861,-104.7367,US,True,µg/m³,10.75,10.75,False,,,,False,,,,False,,,,True,ppm,0.30000000000000004,0.30000000000000004,False,,,,False,,,
979,Bridgeport-Stamford-Norwalk,41.171398,-73.195297,US,True,µg/m³,6.5249999999999995,6.55,False,,,,False,,,,True,µg/m³,12.25,10.5,True,ppm,0.215,0.215,False,,,,False,,,
980,Hartford-West Hartford-East Hartford,41.771444,-72.679923,US,True,µg/m³,6.25,6.4,False,,,,False,,,,True,µg/m³,11.0,11.5,True,ppm,0.295,0.295,False,,,,False,,,
981,Torrington,41.833099,-73.303299,US,True,µg/m³,2.05,2.05,False,,,,False,,,,True,µg/m³,2.5,2.5,True,ppm,0.155,0.155,False,,,,False,,,
982,New Haven-Milford,41.3011,-72.9028,US,True,µg/m³,5.125,5.1,False,,,,False,,,,True,µg/m³,9.25,9.0,True,ppm,0.15,0.15,False,,,,False,,,
983,Norwich-New London,41.3536,-72.0789,US,True,µg/m³,5.050000000000001,5.050000000000001,False,,,,False,,,,True,µg/m³,11.0,11.0,False,,,,False,,,,False,,,
984,Dover,38.9847,-75.5556,US,True,µg/m³,3.5,3.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
985,NEW CASTLE,39.595001,-75.611,US,True,µg/m³,2.8,2.8,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
986,Philadelphia-Camden-Wilmington,39.7394,-75.5581,US,True,µg/m³,3.03,3.0999999999999996,False,,,,False,,,,False,,,,True,ppm,0.3325,0.335,False,,,,False,,,
987,Seaford,38.6444,-75.6131,US,True,µg/m³,2.75,2.75,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
988,WASHINGTON,38.921848,-116.979172,US,True,µg/m³,7.4,7.45,False,,,,False,,,,True,µg/m³,6.0,6.0,False,,,,False,,,,False,,,
989,Washington-Arlington-Alexandria,39.055302,-76.878304,US,True,µg/m³,4.3125,3.5,False,,,,False,,,,False,,,,True,ppm,0.3033333333333333,0.32,False,,,,True,µg/m³,0.2,0.2
990,Palm Bay-Melbourne-Titusville,28.0542,-80.6283,US,True,µg/m³,6.65,6.65,False,,,,False,,,,True,µg/m³,12.0,12.0,False,,,,False,,,,False,,,
991,Miami-Fort Lauderdale-Miami Beach,25.4719,-80.4828,US,True,µg/m³,9.125,8.75,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
992,BROWARD,26.054047,-80.257608,US,True,µg/m³,7.324999999999999,7.0,False,,,,False,,,,False,,,,True,ppm,0.4625,0.45,False,,,,False,,,
993,Homosassa Springs,28.958372,-82.643094,US,True,µg/m³,9.85,9.85,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
994,Naples-Marco Island,26.2992,-81.72,US,True,µg/m³,8.8,8.8,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
995,Lake City,30.1783,-82.6192,US,True,µg/m³,11.65,11.65,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
996,DUVAL,30.356111,-81.635556,US,False,,,,False,,,,False,,,,True,µg/m³,15.5,15.5,False,,,,False,,,,False,,,
997,Jacksonville,30.262808,-81.606834,US,True,µg/m³,6.69,7.25,False,,,,False,,,,False,,,,True,ppm,0.6950000000000001,0.6950000000000001,False,,,,False,,,
998,HAMILTON,30.4264,-82.7947,US,True,µg/m³,10.05,10.05,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
999,HILLSBOROUGH,27.864273,-82.469532,US,False,,,,False,,,,False,,,,True,µg/m³,33.5,33.5,True,ppm,0.345,0.345,False,,,,False,,,
1000,Tampa-St. Petersburg-Clearwater,27.8928,-82.7008,US,True,µg/m³,9.533333333333333,9.399999999999999,False,,,,False,,,,True,µg/m³,30.5,30.5,False,,,,False,,,,False,,,
1001,HOLMES,30.8475,-85.6044,US,True,µg/m³,5.550000000000001,5.550000000000001,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1002,Cape Coral-Fort Myers,26.6028,-81.8789,US,False,,,,False,,,,False,,,,True,µg/m³,14.5,14.5,False,,,,False,,,,False,,,
1003,Tallahassee,30.4397,-84.3483,US,True,µg/m³,5.25,5.25,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1004,Ocala,29.170799,-82.1008,US,True,µg/m³,9.6,9.6,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1005,MARTIN,27.172459,-80.240692,US,True,µg/m³,3.55,3.55,False,,,,False,,,,True,µg/m³,26.5,26.5,False,,,,False,,,,False,,,
1006,Orlando-Kissimmee,28.5997,-81.3628,US,True,µg/m³,15.45,15.45,False,,,,False,,,,True,µg/m³,21.5,21.5,True,ppm,0.6499999999999999,0.6499999999999999,False,,,,False,,,
1007,PALM BEACH,26.724167,-80.663055,US,True,µg/m³,8.9,8.9,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1008,PINELLAS,27.834409,-82.679917,US,False,,,,False,,,,False,,,,False,,,,True,ppm,0.125,0.12000000000000001,False,,,,False,,,
1009,Lakeland,28.0294,-81.9719,US,False,,,,False,,,,False,,,,True,µg/m³,19.5,19.5,False,,,,False,,,,False,,,
1010,PUTNAM,29.686667,-85.4921,US,True,µg/m³,8.5,8.5,False,,,,False,,,,True,µg/m³,15.5,15.5,False,,,,False,,,,False,,,
1011,Sarasota-Bradenton-Venice,27.0892,-82.4797,US,True,µg/m³,7.25,7.25,False,,,,False,,,,True,µg/m³,26.0,26.0,False,,,,False,,,,False,,,
1012,Atlanta-Sandy Springs-Marietta,33.4347,-84.391418,US,True,µg/m³,4.975,4.35,False,,,,False,,,,False,,,,True,ppm,0.37749999999999995,0.375,False,,,,False,,,
1013,Columbus,40.11109,-83.065376,US,True,µg/m³,6.333333333333333,6.9,False,,,,False,,,,False,,,,True,ppm,0.125,0.1,False,,,,False,,,
1014,Augusta-Richmond County,33.4333,-82.0219,US,True,µg/m³,1.6,1.6,False,,,,False,,,,True,µg/m³,6.5,6.5,False,,,,False,,,,False,,,
1015,Hilo,19.117561,-155.9133,US,True,µg/m³,3.375,2.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1016,HAWAII,19.490972,-155.055038,US,True,µg/m³,2.8,3.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1017,Honolulu,21.310301,-158.088593,US,True,µg/m³,3.5,3.0,False,,,,False,,,,True,µg/m³,15.666666666666666,15.5,True,ppm,0.32,0.32,False,,,,False,,,
1018,Kahului-Wailuku,20.7808,-156.4461,US,True,µg/m³,5.5,5.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1019,Boise City-Nampa,43.58031,-116.562676,US,True,µg/m³,6.5,6.0,False,,,,False,,,,True,µg/m³,25.75,21.5,True,ppm,0.4525,0.49,False,,,,False,,,
1020,Pocatello,42.876701,-112.460297,US,True,µg/m³,5.9,5.9,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1021,BANNOCK,42.589833,-112.458889,US,True,µg/m³,5.199999999999999,5.199999999999999,False,,,,False,,,,True,µg/m³,12.0,12.0,False,,,,False,,,,False,,,
1022,BENEWAH,47.3167,-116.885902,US,True,µg/m³,39.575,39.85,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1023,BLAINE,43.682556,-114.371094,US,True,µg/m³,5.5,5.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1024,BOISE,44.104498,-115.972386,US,True,µg/m³,3.0,3.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1025,BONNER,48.291821,-116.556557,US,True,µg/m³,27.0,27.0,False,,,,False,,,,True,µg/m³,23.5,23.5,False,,,,False,,,,False,,,
1026,Idaho Falls,43.4683,-112.053101,US,True,µg/m³,9.0,9.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1027,BOUNDARY,48.705551,-116.368965,US,True,µg/m³,17.3,17.3,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1028,IDAHO,45.931301,-116.115196,US,True,µg/m³,14.3,14.8,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1029,JEROME,42.68,-114.2525,US,True,µg/m³,4.0,4.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1030,Coeur d'Alene,47.7889,-116.8044,US,True,µg/m³,17.5,17.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1031,Moscow,46.728199,-116.954597,US,True,µg/m³,7.5,7.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1032,LEMHI,45.178699,-113.892998,US,True,µg/m³,5.0,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1033,Lewiston,46.397202,-116.991402,US,True,µg/m³,13.925,14.1,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1034,SHOSHONE,47.536712,-116.236867,US,True,µg/m³,33.0,33.0,False,,,,False,,,,True,µg/m³,37.5,37.5,False,,,,False,,,,False,,,
1035,TWIN FALLS,42.565089,-114.494717,US,True,µg/m³,7.0,7.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1036,VALLEY,44.890197,-116.1065,US,True,µg/m³,40.5,40.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1037,CHAMPAIGN,40.052241,-88.372549,US,True,µg/m³,10.15,10.15,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
1038,Champaign-Urbana,40.0519,-88.3724,US,False,,,,False,,,,False,,,,False,,,,True,ppm,0.13,0.13,False,,,,False,,,
